geo_id,geoidsl,geoidsc,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
37129,37129,37129,36700,48246,1990,1883,10386,2162,2077,3162,4741,3780,2892,2035,655,203341,98049,105292,37.9,156066,29454,3018,10798,872,330,2650,192543,,84946,46130,27267,101512,16566,4285,1659,716,32.9,51173,1876,38477,13413,8072,5684,1888,375,125,5341,188,188,19886,19741,16456,4727,8384,4216,1790410,8898,4238,4239,5454,4802,4677,4538,4728,3680,6731,8482,9639,6433,3037,2647,2723,864,159900,223300,345700,36536,84946,33773,63935,7548,2990,3196,5937,7298,4010,2359,4239,8711,16255,5653,5610,5781,5450,3405,3370,1298,2276,5926,7625,6522,7311,5947,8039,6027,6214,1798,3476,1884,2761,2651,2683,1088,907,5846,6123,5040,3209,3915,3165,1452,5174,7017,6402,6679,7254,6883,7046,7995,2644,3228,2234,2383,3835,3686,2066,2016,162742,30004,944,3018,11803,953,259,2614,826,16998,,,1816,1691,612,43,10380,9754,35370,43283,40464,13736,262,89107,7956,0,81151,26838,10677,171,13117,6678,24367,5265,3053,6084,5648,3174,12148,10508,3679,3004,106,3179,0.471,17305,4562,31945,8858,9760,8193,9530,55501,19763,10984,2949,5057,3455,1124,1870,6033,5066,25554,236,40931,1184,3937,5733,40931,8225,8318,21105,18317,33004,35083,9743,108107,201781,201361,197098,36502,21105,40697,1328,3834,96255,13684,35370,26371,6949,10885,20064,136301,,,,,,,,,,169491,57970,76348,3031,9664,21246,2010
29183,29183,29183,37497,96218,1991,1141,4923,1959,3068,2883,3476,2369,3486,2747,595,361602,176502,185100,37.1,321999,16726,8130,10103,531,330,3783,351499,,133715,64608,29170,141333,7618,1270,3478,693,30.1,107068,10,83257,28393,20659,13813,6561,285,0,7734,1223,1177,23141,24604,26202,13862,29114,14757,4305240,3624,4713,4784,6279,5462,6322,6247,6501,5795,11839,14752,20789,15687,9455,6499,4967,835,152800,196900,258000,78691,133715,26647,103902,10341,3428,2408,3897,5764,4456,2459,4678,16853,22131,3463,12367,13256,12927,7923,4918,2294,1589,6935,11146,12582,11849,13083,14566,14062,9990,4008,5597,3629,3681,3388,3705,1937,1070,11831,12371,14089,7759,4554,2249,1996,6341,11652,12321,11901,14583,14771,14252,11744,4250,5474,3151,4083,5209,3618,3854,3047,328556,17424,531,8363,15015,7375,10152,4575,1561,26679,,,1307,596,301,165,26142,18548,53536,73642,92523,16278,,,,,,31006,6246,1476,16770,11997,37559,18062,3880,23784,6959,6095,23316,19141,7955,6027,256,10502,0.385,27363,2701,65541,8485,19486,20846,22736,100638,19062,18585,3914,11264,6499,305,1844,13657,10740,48223,426,74357,1445,3815,6678,74357,14118,15711,50194,28641,36956,60031,22411,197831,358980,357209,348162,21136,50194,73178,,,,19565,53536,57507,16500,22438,37113,238203,,,,,,,,,,284761,75381,164154,3844,13978,26919,2010
06107,06107,06107,26752,102838,1980,3531,14559,5745,3537,3792,5018,6421,4869,4204,2001,443688,222533,221155,29.7,144039,5897,13052,269536,3724,394,6910,174152,1599,129590,43397,17365,141898,12308,3796,1168,665,33.4,75913,833,54406,46675,27376,14009,11972,905,490,19299,4454,4073,28724,21773,20638,7273,18641,10154,3320425,10225,8442,10070,8898,8788,7981,5722,6604,5385,12211,12370,12725,9039,4570,4125,2435,798,114700,170300,259600,72159,129590,53677,106395,3708,4530,6739,4408,1658,1118,2561,10584,14430,12132,9213,21140,18834,21787,12342,7912,3695,3501,9106,17077,15401,15019,12579,13339,12455,12364,3171,4233,2947,3673,4218,2883,2844,2013,19834,18582,20083,11903,6988,3032,3121,9384,16024,14586,14307,12612,13916,12734,11054,4068,5854,3046,3793,5132,3766,4365,2971,351635,6993,4672,13798,27283,2963,5014,6636,1576,16998,830,956,516,336,13414,7924,10658,10365,22553,26983,144505,36713,1572,150512,27456,0,123056,34892,27351,31291,11344,9511,30438,6049,1548,11423,7846,11539,19518,10851,8111,9748,325,10318,0.451,11291,4987,58296,30190,31337,33304,32493,135849,22615,83200,4084,4260,2609,11092,4997,9954,8566,45562,62,37303,5514,11136,74523,37303,37498,24784,39775,29857,36810,50001,21325,210793,440116,435879,419842,107660,39775,77104,4243,5799,166275,21959,22553,52208,15829,7856,39316,252444,7977,8212,37084,160476,,,,,,323428,105005,166800,6311,13005,23692,2010
13051,13051,13051,41772,60981,1981,5454,11808,4063,2977,3688,5835,4555,2953,2427,740,265871,127490,138381,34,133361,107428,6698,14529,594,442,2819,251342,2237,102753,42763,23701,119531,16778,4989,2497,706,34.1,58253,945,38039,20771,11048,4783,4902,1182,181,9723,1469,1469,13987,28024,25721,10096,12419,4561,2337370,10405,6530,5246,7696,6040,6886,5453,5078,5157,9592,9298,9416,6808,3517,3083,2548,868,119500,173100,278400,39268,102753,44500,72213,6878,5360,6246,11500,6301,3273,2182,5424,15638,12203,9541,9168,8678,7491,5104,5161,2523,2794,6528,11340,9231,7664,8138,8227,8104,6421,3265,3879,2040,3279,2903,2696,1400,1456,9166,8061,7521,4788,5346,3203,2533,7243,11051,8935,9307,7462,8706,9745,8710,2740,4420,2674,3256,3875,2986,2482,4171,143679,107713,594,6883,9688,1719,1271,2026,1111,16000,,,6281,4639,395,0,9219,8613,33194,41857,59977,25635,2237,105054,11977,0,93077,21613,8781,483,13273,7260,28590,5887,1837,9526,6434,7687,15173,11289,6553,3212,220,2830,0.463,16870,11755,48201,9495,13579,12669,12392,75730,24103,21599,1666,5083,2585,989,1957,9248,8368,29896,197,40065,4698,9433,12741,40065,9787,14239,28256,24857,41488,39996,9006,137345,253999,262995,256245,48909,28256,50699,3475,4663,117116,11648,33194,40818,8573,12251,30478,170563,,,,,,,,,,215786,84661,86816,3909,13241,25787,2010
51700,51700,51700,25742,44216,1976,1166,9033,3507,1373,3179,4082,5256,3614,2154,1102,180712,87138,93574,32,82778,69673,3694,13593,896,474,7930,167119,,69958,50937,24598,76260,6302,,,785,30.7,35492,349,25762,16537,10483,6443,3881,159,0,6054,895,793,19462,15798,14428,5893,9364,4896,1844640,5780,3623,3593,2884,3521,5144,3517,2917,3279,6874,7724,10353,4125,2894,2135,1595,945,155400,205100,266800,29966,69958,34466,39914,6429,1369,5413,8487,7320,2099,3383,1846,3143,3021,4452,7245,6112,5346,3385,7183,840,2116,5415,6308,4581,5636,4828,6058,6135,5087,1896,1261,1091,917,2601,1781,684,632,6429,5999,5676,3413,2687,1786,1902,5707,7817,6480,6028,5182,6677,6503,4974,2620,2467,1629,843,3143,2028,1527,2057,90783,70643,896,3694,9355,675,1646,2428,1193,15701,,,4631,2782,650,279,6183,4754,17163,23897,43605,14088,3582,72725,8536,0,64189,27382,17520,0,7908,3716,16591,3823,1723,10398,2836,7752,10540,7716,2761,1055,48,5381,0.422,10128,12810,29470,9012,8642,8811,9307,49987,13696,11328,1804,4556,2367,455,1480,5077,4698,20437,111,27856,3315,7523,6187,27856,5869,10156,20143,12795,24624,23290,9140,90538,167464,177692,171976,24419,20143,41382,10549,2236,89588,10006,17163,26297,8238,7679,23138,109471,,,,,,,,,,143905,51658,63908,4519,8027,14650,2010
26049,26049,26049,58942,107597,1967,4204,18246,4934,2049,3813,4566,4807,4165,2402,915,424926,204931,219995,38.3,308806,83934,4109,13054,1677,532,12360,411872,1990,166539,38819,19860,192097,25558,5081,2614,521,40.5,116438,799,73092,31020,16404,12275,3457,620,52,14616,1755,1543,21590,22608,24187,7687,16211,10707,3785575,20756,11430,11882,11146,11198,9935,8749,9844,7748,14638,16163,14923,9671,4193,2668,1595,681,53100,94100,146100,71250,166539,50101,137793,8147,4830,4040,8443,8786,4225,5453,10380,3275,17785,23542,14115,13674,16824,9950,5935,3579,2990,6602,11423,12565,13520,13133,15058,15894,12927,4455,7244,3656,4550,6020,5600,3024,2193,12887,12697,16187,9800,6301,3118,2128,7480,12773,13265,15119,13305,16316,17144,14862,4965,8035,4130,5403,7602,6988,4448,5042,318914,84645,1826,4109,14358,2594,3673,11876,3915,47475,,,4981,4150,447,316,24610,19859,34168,45118,106134,34931,1945,140033,13236,0,126797,48867,18514,639,15324,6470,39334,7935,1318,20881,8328,5852,21814,12208,7601,4109,472,7410,0.443,19842,7263,92831,39697,22282,25751,26763,120045,30454,32328,3737,5863,3978,960,5052,20716,15272,55578,373,45895,3624,15906,3778,45895,10498,23843,40133,31444,65685,58870,18668,222003,417689,418503,408484,87902,40133,101490,1455,4487,148637,25596,34168,81113,24476,15149,51418,280659,,,,,,,,,,338542,111876,152272,7294,24148,42016,2010
12019,12019,12019,15460,50429,1990,1815,4472,1563,440,1563,1419,2144,2280,1112,182,191395,93067,98328,38.6,146760,18116,5153,14770,1316,532,4748,176625,,65889,58263,24300,75554,9665,1124,1171,778,31.4,48899,105,36452,13332,7467,4907,2184,376,0,5865,1511,1415,6290,7504,8495,5270,12315,13701,2430645,3757,2081,2741,2407,2977,3500,2990,2896,4072,6458,8715,9074,6872,3551,2239,1559,975,119100,169700,243400,38073,65889,16990,52978,3370,101,2132,3259,1480,965,774,10495,8820,14953,1132,5800,5720,9148,4229,3460,1247,459,3490,5112,6023,4487,7835,7979,6610,6582,1578,3464,2102,2376,1886,2199,615,666,5849,7639,7716,3949,2161,1014,797,3992,5267,5478,6523,7836,8319,7363,6671,2464,3040,1250,3255,2677,2460,1450,1158,157546,18662,1316,5198,6704,3199,4513,7730,891,16044,,,1263,1133,754,282,12023,9492,20217,26269,50050,13177,,,,,,20584,3490,276,5883,4440,17410,8655,1268,4570,3719,4736,10714,10452,7127,2386,100,3345,0.381,10740,1050,34831,6449,11337,13853,11703,55831,11188,12570,2638,4640,2311,689,1977,7923,6035,26213,0,29575,1317,2938,5004,29575,7371,7781,23616,13293,20226,28550,10830,102631,189437,189575,185040,22988,23616,46367,,,,12840,20217,28936,12220,8965,21307,124725,,,,,,,,,,149523,38570,80674,2995,7824,16944,2010
34031,34031,34031,48486,113041,1954,4107,25404,7969,3839,7115,7101,7212,5276,4578,1205,501860,243680,258180,36.3,226915,56398,26252,186376,949,532,4438,315484,18640,161527,53993,25244,175943,14416,5971,1308,933,38.1,87721,604,63183,40543,25295,13222,9838,571,1664,15248,3297,2591,27102,30392,39671,12742,33665,15497,5538050,14538,7604,8241,9045,9448,7555,6468,6335,6339,11626,14431,17637,14989,9138,10658,7475,1089,289300,365200,457900,76672,161527,73806,71454,8899,39275,16875,10827,10014,7173,10430,705,4196,5729,35944,17508,16231,18739,11031,8312,4287,4217,9801,16125,16282,17740,15904,18274,17689,15475,4939,6127,4621,3899,5556,5072,3217,2634,16599,17363,16124,10724,8246,3626,3898,9797,16822,16919,17717,17705,18990,18673,15960,5787,7579,5126,5733,6779,5252,5210,7551,340256,60731,1385,26289,15964,7315,10470,10911,4815,19395,1917,1485,3748,2708,11283,6931,18427,15724,58401,76342,124319,37496,16875,179416,19533,51,159883,21296,17800,106,16915,12406,50431,17055,5816,30737,11461,6776,27233,25463,10168,9361,564,7766,0.469,28992,11108,112359,19620,25416,29629,27009,135756,29104,55480,3006,11667,7455,4112,5179,21575,9510,62504,264,72732,21687,27344,80521,72732,15773,39184,55173,41066,61760,48710,15947,264707,493423,495812,480939,77461,55173,70125,5093,4522,216706,19199,58401,105892,13106,21345,37820,325357,17785,15726,19604,212184,186376,,,,,399296,160550,176397,7059,18438,20644,2010
34001,34001,34001,33579,66517,1973,1848,8518,2666,1694,3204,2207,2920,1804,951,769,274685,132679,142006,40.4,160240,41737,21007,46519,554,692,3220,228166,8282,100096,52571,24783,126723,26627,3193,2607,835,36.5,73515,1064,52177,18427,10930,6163,4485,282,0,7497,1637,1130,19183,22368,21395,7964,13012,5261,2836705,7064,5596,4627,5821,4992,6018,5054,4693,3667,8281,11324,13709,6916,4043,5416,2875,993,170400,238400,334000,46893,100096,26581,75141,11592,10457,4770,5369,4567,2520,9539,2768,6613,11024,16682,8393,9557,8627,5656,3492,1843,1848,5844,7642,7102,7045,10810,10867,10740,9110,3734,3738,2418,3602,3835,2692,2884,1200,8074,7248,10134,6214,3911,2834,1228,4886,7915,7995,8066,10655,11269,11587,9343,3991,4305,3550,3415,4589,2966,3925,3906,184736,44005,554,21383,12959,2905,4330,4987,3260,18109,1720,1303,3102,1928,2656,1357,14070,11941,30176,35783,63903,17739,7562,107729,10623,65,97106,19810,3386,600,35127,6973,27902,7248,1590,4574,5395,5944,13827,9414,5374,2577,191,3974,0.434,12344,8995,65838,9524,14743,14020,14753,70466,16799,25738,3078,6880,2312,2001,3374,13284,7260,38189,331,36403,6297,11217,19078,36403,9032,11075,31123,38912,33401,39297,12207,145914,266745,272472,266323,38193,31123,50800,3586,2918,123737,13157,30176,59370,12603,8879,25040,184896,,,,,,,,,,222652,75903,104165,3516,13264,20266,2010
42071,42071,42071,57364,136664,1973,3198,15500,5118,3107,5039,7211,8357,6603,3434,1501,520156,254458,265698,38.1,440826,16016,10340,45231,909,820,5916,474925,3358,194028,51740,24871,203175,9147,2673,910,680,30.8,134960,1622,87394,41370,30595,14760,14925,736,174,10775,3028,2476,40341,39795,37624,12884,24448,10924,5154285,9341,11213,11245,10699,9849,11240,9918,9610,9959,19184,21648,25878,14935,7772,6413,5124,822,133200,187400,264200,114378,194028,59068,111451,40287,8966,10919,8594,5168,3485,6370,7935,9045,12374,48748,17741,19245,17402,11101,7604,3675,3933,10439,15509,13717,16757,16412,17844,18709,17384,5752,7137,3954,6668,7714,6377,5009,4375,17073,17438,17429,11030,8162,4333,3992,9963,14349,15386,16149,15515,18917,19494,18205,4969,8373,4404,7888,8706,8140,7679,8104,468862,19638,1487,10517,30886,5461,5674,8267,5468,31220,487,468,1065,794,2057,1299,32754,27646,52772,67385,128459,21041,2698,215056,23090,186,191966,45337,5201,7495,17781,19926,54987,14267,3604,42392,12097,7127,31478,17670,10551,10453,438,11054,0.424,29036,13393,130661,19828,29448,27206,26144,129156,27929,53983,3270,11096,7368,2897,5572,26117,10506,66826,426,79791,18629,19956,11906,79791,26702,45078,60527,37730,57563,79229,26226,260578,506274,513773,499501,52918,60527,73144,8872,11843,244202,19205,52772,115904,19927,20907,34012,339596,11135,13735,41473,232359,,,,,,413828,113893,237154,6330,24400,29186,2010
34021,34021,34021,41862,89638,1964,2281,12169,2542,3495,3381,5192,3867,4171,4327,1263,366789,179446,187343,38.1,198835,73400,32303,55733,696,1320,4502,311056,13158,131500,70956,34884,143178,11678,3671,1228,908,32,88812,1826,63803,26121,17648,10424,6559,485,180,8473,1875,1875,27298,25441,22839,8595,16598,9831,4358120,7333,5520,4498,6206,4842,6366,4881,4515,3672,9466,12122,15667,13838,8989,11002,12583,1082,200400,293600,442600,65797,131500,42688,71208,30434,6669,4757,5652,12013,3479,8359,607,4676,8772,31299,11073,10385,13383,7724,6117,3781,3020,7346,12267,11487,12458,13492,13826,13397,12499,3790,4208,3340,3068,3935,3259,3111,2480,10412,11971,10771,7154,7312,3941,2444,6325,11089,11658,13093,12768,14478,13899,13082,3322,6235,3048,4285,5811,4587,4246,5412,229142,75871,786,32365,16777,3635,4812,10511,9191,24372,2301,1393,5119,3248,3120,1453,16396,14135,50299,80351,82873,19965,5365,136243,18459,744,117784,33412,8084,1041,12747,6524,45499,15125,4102,16492,7923,14818,15887,22924,7626,4788,319,5833,0.471,43525,18109,66203,10947,17698,19116,20509,102053,27612,30469,2417,10648,11195,2492,2574,11125,7269,47720,621,75579,9837,14897,43621,75579,9119,15953,42685,32160,43364,50977,16429,197048,349733,363384,354774,42445,42685,53134,8504,8280,169889,13241,50299,60088,11757,29192,28136,243630,8447,19702,22858,161609,55733,345304,251184,42115,20655,298794,106953,142186,7693,13982,21438,2010
36055,36055,36055,110518,184143,1962,5692,29451,9609,5605,8398,11598,12144,9190,6752,2878,744389,359175,385214,38.5,541094,106772,24900,54300,1806,3024,12306,690089,7242,294661,49532,26805,320711,26050,8903,1880,656,33.1,193344,491,136040,49814,29961,17702,10372,1204,683,19853,2809,2561,59018,68940,67130,25348,34312,6959,6344835,26316,14857,16394,16194,15494,16529,14819,14175,13609,24917,29655,35196,23013,13207,10797,9489,755,97100,134600,194800,129235,294661,101317,203449,17669,22465,20087,23878,9596,7212,14493,1647,9121,11864,88833,21996,22911,24693,16277,13839,7882,7791,13421,23764,20313,21109,23955,26594,27388,25114,9072,9770,5706,8892,9174,7820,6404,5290,21277,21707,23808,15717,12133,7023,6756,15083,24844,21984,23359,24320,29294,28957,27181,8891,12364,7000,9134,12192,10048,9432,12710,571892,110968,2188,25124,34283,6475,5354,4732,3382,56757,853,943,6934,4366,2695,1574,43371,36823,98394,150498,168386,54996,7124,303098,23345,71,279753,67306,37976,1119,24663,14301,111671,19513,8427,43764,14166,10451,39940,36742,12681,7425,975,11340,0.462,79059,28528,120606,39297,35071,40447,42356,211447,62441,55854,10723,21156,16110,2438,6292,22686,18533,97938,839,144039,15149,34720,25672,144039,21327,37304,82402,59791,104614,112824,31163,388273,718286,736980,719531,110880,82402,138162,11077,11778,337216,53094,98394,104309,28113,61761,56955,492075,11829,8114,43788,325438,,701116,609526,35921,11772,607997,222891,274970,12977,34717,52741,2010
37067,37067,37067,50084,87693,1978,2697,13442,2962,2850,3518,4771,6706,5353,4108,1567,351335,166475,184860,37.5,205489,91160,7075,41957,819,1065,3707,309378,1276,137777,43537,24772,157037,19260,9652,3206,554,30.2,89803,456,63003,26846,16269,8749,6742,338,440,10577,2704,2484,25880,31997,30386,12517,16048,5245,3054735,12461,8288,7934,7832,10625,7605,7912,7728,5605,11216,14755,16639,7117,2830,4614,4616,682,106900,150500,218600,61515,137777,47974,107228,4443,1560,4738,10654,15588,3970,3655,5201,10822,12629,11709,12287,9833,14423,7384,5265,1855,2738,6517,10395,11080,11286,11707,12141,11813,9673,3501,5917,3035,3575,4223,3128,2417,2282,11446,11969,11078,7049,5928,2249,4029,6294,11909,11768,11343,13467,13387,13321,10988,5112,6524,3347,4637,5533,5096,3456,4930,225490,93183,911,7437,13782,3601,2925,1482,1740,25815,226,309,5818,4281,1548,421,15874,13979,47510,60489,85469,25428,1276,142892,10139,0,132753,21147,23195,401,15330,9593,43094,10562,2006,18428,7335,4496,16880,16118,6065,6150,774,8612,0.479,23660,10102,65842,12087,18779,18343,18576,91567,22248,28918,3024,9310,5069,1612,2695,12994,8341,43045,460,62187,3812,10825,23762,62187,11426,18719,36971,27155,51380,49271,17689,185332,341429,347128,336953,55986,36971,65061,1494,5253,153679,17259,47510,57941,11361,16346,36441,230991,,,,,,,,,,280299,88930,134666,7253,18327,29249,2010
06073,06073,06073,362241,698969,1977,24777,138882,52802,36215,44799,55280,58356,44812,24305,8582,3105989,1558939,1547050,34.6,1502339,147207,330255,998141,10690,4263,101424,2107848,45515,1061210,59923,28498,1165043,103833,28646,14180,1178,34.5,572400,35296,438814,234798,167138,86216,75181,3077,2664,67660,15069,13024,187423,222330,238230,97590,195839,73740,31530510,64229,50194,43694,51714,50361,52421,48888,48536,45433,75648,108772,139394,98112,60443,63402,59969,1249,287200,407000,619800,518586,1061210,488810,601937,104684,26454,61188,85968,78377,63603,100021,41793,52834,93576,49805,103983,101314,100719,66085,51758,31611,31103,87189,130952,113238,102823,108828,110268,104863,87868,33730,39239,21038,28350,34200,30747,20590,18443,99727,91449,101233,61538,44792,28872,26164,67468,120200,108682,102901,105781,109707,106799,94013,32765,45238,25189,31589,41366,32752,30098,38727,2222991,154579,18485,335190,109690,33188,47301,47749,25775,171012,20859,15746,12073,6932,52912,28405,123195,105750,423183,572432,726048,166858,37986,1198416,140384,498,1058032,287483,209448,11966,144594,81976,282931,90724,29014,122534,73152,85056,142231,196020,52298,35581,3263,76462,0.458,255173,104217,383636,61247,152245,157266,180744,880968,259201,299277,32284,78311,58633,26239,22839,70903,86759,375968,3942,535856,38474,64640,395361,535856,111091,108154,344204,248772,344907,421791,153410,1657895,3011428,3069103,2984562,446060,344204,649715,38337,81899,1389165,185747,423183,342462,122374,166132,341594,2010984,80489,73524,138101,1307266,998141,2902279,1807982,732023,328060,2507564,899494,1175860,49311,82356,204496,2010
06031,06031,06031,8538,32280,1982,2212,4667,1082,1245,1881,2148,3025,1400,1803,402,153174,85351,67823,30.7,53733,10992,6090,78102,1225,565,2405,75072,1072,40818,44609,17129,43900,3082,,,692,30.1,20953,234,15174,13583,9473,3856,5386,120,111,4110,1059,373,10962,7948,11216,3028,4056,4417,1117145,2537,2474,2513,3178,3055,2214,2638,1950,1641,3396,4453,3566,3267,1322,2077,537,824,146200,184600,275500,23510,40818,19865,31958,1724,1251,2690,2640,394,518,547,2087,3136,4471,1520,6436,6165,5804,3396,2467,1810,2045,4483,7910,7401,7306,5958,6685,5115,3783,1429,1742,1050,862,1471,675,880,478,6116,5813,5199,3629,2073,893,600,4456,4988,4701,5553,3784,4202,3665,3634,1044,1214,703,1241,1324,1268,897,826,116707,11632,1944,6460,7230,1557,1375,672,392,4576,445,256,,,5012,2621,4848,3364,7205,8687,42558,7167,1030,50800,5827,0,44973,12344,7393,9245,4281,1958,10233,1542,209,3859,1750,7327,5009,4213,1046,1805,88,3835,0.437,2811,15448,24615,3758,10028,8074,9152,38801,7242,28326,1778,995,497,4686,2614,4612,3572,18754,45,12313,377,2064,22963,12313,11520,5835,9922,12887,11513,16269,7137,80114,137215,151304,145159,30425,9922,28832,1039,1538,55163,9723,7205,20616,5807,2345,13302,91789,,,,,,,,,,117641,38912,61006,3214,3319,8710,2010
42041,42041,42041,34822,61124,1973,1652,4310,2592,669,2413,2768,4211,4600,1468,966,235861,114748,121113,40.2,209998,7007,5988,6512,308,949,4862,229349,980,95946,56209,29894,100135,4189,1323,516,674,26.4,70297,815,45521,15602,11099,6389,4279,284,147,4503,1620,1304,18847,21292,20507,7568,11530,5536,2428870,4048,4455,3910,4846,4626,5835,5419,5192,4418,7530,10965,14317,7812,4343,5153,3077,799,133500,177200,250900,48375,95946,25649,60562,15470,3032,3977,4824,3122,1155,3039,4954,6029,7244,16648,6353,7323,7137,4319,3872,2621,1754,4482,7761,6641,6931,8122,8490,8652,6976,3221,4421,1823,2994,3790,3260,2464,1341,5969,6560,6360,4689,4762,3502,1739,4511,6905,6776,6421,7937,9329,8456,8721,2520,4712,2507,3047,4442,4175,2972,4101,212930,7594,345,6058,12827,2964,3326,1910,1951,24629,559,184,,,19,56,16016,14207,32662,46178,48710,7658,871,106273,9646,55,96627,29640,3410,1251,9050,6568,27464,9874,1295,9523,5448,11629,15038,11701,6520,4274,314,5652,0.419,21370,14088,55492,6063,10111,10277,11745,61614,18881,13080,1656,7249,5055,355,1404,11090,4951,31760,152,45940,2701,6821,5013,45940,8889,14132,33186,17488,30843,39840,12790,122992,221716,233930,228906,15030,33186,37304,5784,4739,118560,11235,32662,49387,9538,15890,16531,159908,,,,,,,,,,196159,59079,101048,4610,12029,18164,2010
