geo_id,geoidsl,geoidsc,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
17089,17089,17089,40853,129044,1978,1683,10342,4101,3149,3977,4643,3944,3846,2634,1283,516499,257541,258958,34.6,304316,28234,16717,159376,424,1578,5854,357123,7160,169897,65712,28266,182120,12223,2693,3995,828,33.3,130295,1130,102685,46725,32518,17749,14200,569,0,14207,2664,2443,28423,31896,31887,11916,31129,22067,6633625,6333,5729,5433,9671,6809,8117,7477,8618,7389,13089,16540,24368,16162,11642,12597,9923,939,167300,235100,341000,100889,169897,39602,126190,19679,9771,5436,7157,4909,2959,4718,1301,17826,23802,28547,20461,20577,22843,12348,7230,2436,3999,8962,16981,17811,17023,21395,19039,17962,15196,4832,6374,4191,3567,6026,3479,3269,1540,19585,22007,19567,11895,5991,3309,2260,9166,16325,17549,17504,20754,19464,17553,14069,5299,7812,3403,5376,6547,4888,3729,4906,389075,29807,567,17144,17300,7100,10889,20280,7976,24283,1089,388,1461,1341,7656,3740,26590,20693,64436,89482,149283,27812,641,211152,15754,166,195398,35934,21813,1616,18146,14741,46599,16996,5175,38409,8569,7224,29522,29633,14197,9128,160,12484,0.43,37549,5081,77936,17163,31990,36367,32073,149749,23463,53343,3789,13673,9462,4375,4152,13363,14589,63403,396,83614,2880,7045,62680,83614,18170,36764,64766,36641,45538,74001,30829,272942,510403,510046,493562,56707,64766,90599,2399,10400,235114,22117,64436,67640,21500,28182,46982,323863,,,,,,,,,,391459,115326,218006,6387,14259,29100,2010
06013,06013,06013,106197,261686,1975,5894,33544,11692,9930,10196,17085,15071,12044,7126,2275,1052827,514059,538768,38.5,502751,92992,153505,257409,2597,2132,36465,795418,40951,367883,73721,34977,400447,32564,10884,6530,1198,32.9,243026,23450,190759,79984,55814,33451,21444,919,0,24170,6215,6003,52915,52678,47972,21734,57421,51134,14144300,15390,12407,12215,13387,13332,13046,15010,14691,14206,25847,37431,46208,36510,25860,35344,36999,1283,249700,416000,720800,198117,367883,124857,268377,28728,6910,20753,19716,12230,17794,19543,6208,20699,32223,17236,34488,38999,36691,23909,13902,5566,7235,18442,32172,31668,32761,39417,41258,38683,32200,11621,18705,9982,10641,12772,8393,8112,6442,32771,35467,36420,22458,12930,5018,5456,18838,32474,33727,39329,37236,43202,41248,35988,12008,19638,9803,11559,16852,12902,10927,12517,675793,97476,4018,154703,33430,13978,20438,57344,18996,66954,11592,8485,6777,5012,14319,7322,45488,39599,173909,224332,261203,52837,8592,379470,58108,29471,321362,95991,53891,3392,38828,31364,106913,44089,16307,37735,26126,19915,49304,66688,26338,13364,1083,31193,0.445,97922,10758,136456,21010,57631,56339,64368,290177,60475,79019,10586,32588,26252,7121,6549,26442,32929,142467,814,201414,8271,21675,121647,201414,36897,40148,119485,82419,105036,144961,65018,573335,1041847,1044165,1016919,96113,119485,216931,6432,28745,463732,57013,173909,123526,43014,66512,116904,704237,34416,76340,40377,434987,257409,985568,659401,172901,75958,837991,258941,438231,14996,34114,64850,2010
25005,25005,25005,71290,138706,1958,4406,19240,6613,6252,7333,9112,9485,7918,5729,3117,548612,265684,282928,40,470527,18327,10357,33396,685,5033,10287,515216,5282,209996,51319,26105,230520,20524,5574,1626,649,31.4,130791,905,94248,37049,23141,15663,6970,439,69,13908,1071,971,37233,38438,32161,14312,26293,17561,6362915,16482,15983,13206,11893,9537,9984,8614,7859,8435,16474,21172,25845,18864,10928,9582,5138,751,221700,283600,369800,96330,209996,79205,116921,10265,24155,37529,16107,8294,6079,8503,2667,7108,10800,83663,15458,18117,16856,12092,8237,3559,4464,10293,15839,16032,17301,20385,22130,20074,15003,8112,9559,5066,6532,6440,6668,4353,3114,15682,16672,16726,10560,8374,4822,4447,8729,15682,15925,18531,21913,22401,21477,18682,7225,9122,5137,7852,8368,7617,6237,10747,491080,19663,1333,10357,24362,8020,8279,18582,7374,34598,740,357,1179,658,1480,1202,38080,29934,64001,83891,122163,37696,1506,228044,21028,777,207016,39868,23744,944,21234,18037,67287,15246,4415,26588,12292,9961,35247,22926,10316,10988,695,8904,0.448,30273,15251,111510,35884,26417,26988,30983,139050,31122,71110,6245,13544,6743,6831,6417,23057,12041,74878,321,86279,7142,21211,20082,86279,21508,31798,66435,49461,74467,78666,26748,295393,533757,543881,529296,69065,66435,96630,5107,7262,248437,32680,64001,95930,22041,24345,41909,373524,16299,25956,32922,241175,,,,,,449101,153814,204638,9245,26313,44553,2010
48439,48439,48439,200489,454784,1984,10820,58088,22334,16009,23419,25802,35139,32951,17629,6568,1817658,891768,925890,33.3,937929,264838,83667,487929,6712,5547,30454,1329729,4264,655273,52385,25843,716099,60826,37263,7356,667,30.2,406514,3126,293771,169695,108640,59641,44930,2847,1222,61055,13714,13009,106418,123202,131031,60711,138967,69942,21217835,39519,30872,37098,34361,33159,38766,33832,31560,29542,57967,70225,78151,56427,31486,27503,24805,845,93900,137100,198700,324079,655273,248759,472073,21279,14119,29416,45484,56058,31626,29386,16016,74888,98363,31033,73408,74167,70658,41329,25404,14067,10072,37379,67664,64282,65993,63279,66592,61219,47999,16876,22461,10919,14375,17106,12292,7523,6704,70228,70965,68281,39963,24457,11924,11670,38622,69532,67463,67414,66516,67893,63121,50047,19481,24803,13162,15431,21454,16475,13421,13567,1249935,269016,8670,84333,59608,25828,35339,37279,13352,82578,5936,3762,17967,10007,24553,11781,77735,60448,227602,287145,508999,137261,2320,789819,88461,138,701358,176803,127418,8816,77516,65169,162329,74396,21003,97359,44366,33247,96605,88965,64465,30110,1608,32222,0.45,96901,26390,274677,67433,114822,112625,107278,524607,105028,181909,17057,44600,25319,14915,14902,50420,47934,215147,2059,306096,15627,30848,186101,306096,84833,110075,234283,129059,226924,273518,91761,972635,1792250,1792344,1730901,259719,234283,353975,9772,34543,852040,78994,227602,230136,75348,71086,199633,1135064,61167,50631,75428,817497,487929,1674022,1209633,354627,164531,1389951,422304,699905,36965,56581,148660,2010
18141,18141,18141,34396,65587,1964,2308,8199,2333,2039,2275,3497,3452,3310,2263,1409,266961,129637,137324,36.2,201880,34174,5071,19591,1208,299,4605,247370,1698,99983,42089,22252,114861,14878,3730,2835,572,31,68898,149,49626,19607,11122,7158,3631,147,186,8485,2170,2113,19964,23540,22134,7718,10461,3280,2258830,8146,6613,7229,7014,6249,7263,4763,5396,4609,7363,9346,11331,6486,2657,3329,2189,673,81200,121700,175500,47796,99983,31085,88454,3203,2394,3389,5757,3717,4306,2627,1014,4049,5720,27135,8849,9616,9114,5828,5227,2667,2818,4120,8740,8155,7048,8364,9265,9186,8467,3387,3817,2048,2880,3100,2559,2760,1622,8518,8897,8967,5545,4833,2448,2803,5907,8265,8482,7963,8727,9046,9597,9384,2863,4084,2518,2277,4566,3505,3784,4345,216020,34494,1572,5071,12061,1941,2618,2225,1681,17280,,,2242,1456,774,534,15030,13435,27011,39173,65334,19275,1628,105451,8925,70,96526,28530,16534,394,12332,5206,33593,5545,1299,18400,5257,3236,14897,8544,5110,3505,386,4625,0.454,17842,14472,57320,14464,15108,15005,15104,80907,22556,19603,2388,5825,4612,991,3313,10012,6981,34122,305,40929,1762,5970,7950,40929,7874,17044,31539,19932,39059,36894,13435,134840,252544,264239,257626,39358,31539,49028,3932,3028,115371,12333,27011,50291,10636,12842,26059,170804,,,,,,,,,,213000,72653,100252,1820,12405,24222,2010
39095,39095,39095,67496,108919,1959,4233,17731,5678,4514,5929,6143,6660,6922,4548,2088,441468,213335,228133,37,312955,82315,7072,27035,965,331,10413,414433,2038,176415,38773,22867,202577,26162,6951,4143,505,33.2,111969,0,76770,35242,17528,12264,4368,803,93,17714,2933,2887,39754,37601,36823,12627,14599,5973,3627230,20658,12139,11420,13117,11578,11500,9936,7998,7881,12821,16411,17065,10696,5022,3366,4807,636,74100,115400,171200,70909,176415,64446,136687,8684,10496,7055,10934,11573,5132,6103,5913,5434,9476,53186,15297,14209,14759,9565,6899,3943,3172,9529,15250,13154,12972,13476,15194,15939,15903,4655,5839,3015,3811,6286,4681,3477,2310,14575,16649,11429,9235,6765,2638,5008,9527,15246,13438,14554,13502,15747,17276,15459,5582,7189,3286,5547,7499,6256,4902,6824,328567,84331,1106,7184,19289,2811,1882,3547,2990,32402,,,5167,3927,1204,884,23924,21233,44977,59818,105718,39468,1994,177494,14094,0,163400,34744,33606,528,20140,8059,51170,9846,2892,26569,9904,6716,22673,18235,11391,5539,429,6545,0.482,25138,7112,95478,31356,22249,22548,24348,125689,36665,33131,4481,8099,5785,1671,4664,19913,12917,57530,354,61526,6657,19089,8854,61526,11299,30549,49692,40596,66792,65668,18321,230375,433789,435427,423492,84197,49692,89545,3404,4990,189808,22640,44977,83316,20869,16655,46036,288269,,,,,,,,,,354550,125463,150803,7709,20969,46715,2010
12085,12085,12085,23376,36714,1985,1342,1810,1428,1109,2120,1412,1842,1137,1161,186,146393,72891,73502,49.8,117042,7923,904,17883,469,459,1713,128510,,60090,48311,32253,78132,18042,1731,1356,777,30.9,46543,1816,25511,6877,4697,3558,800,141,198,2180,213,213,6660,9471,7595,2258,6456,3927,1262365,3791,2536,2436,3291,3261,6541,3616,2782,2539,4157,5111,6529,5458,2560,2773,2709,887,100600,188400,349300,31488,60090,13547,41462,6888,1598,3230,4804,7767,3367,990,7796,3681,9582,846,2950,3621,4557,2252,966,772,1471,2104,3407,2766,3627,3710,5963,6047,5023,1940,3172,1768,2778,4721,4310,2597,2369,2635,3920,3532,2521,1295,754,696,2585,2269,2529,2942,4669,4970,5563,5252,2244,3528,2078,3804,4785,3735,3965,3231,128510,8775,1765,904,6004,2720,1409,1911,1216,14085,,,460,298,2268,624,9119,9029,21146,21567,25988,3545,,,,,,15266,4325,614,6095,3710,13467,3512,836,3949,3619,3630,7805,7830,1790,926,61,2546,0.5,12715,4460,28039,4303,6362,6300,6369,30867,7063,14182,2015,3988,2521,1089,2994,5319,4219,22145,69,22178,761,2800,6901,22178,4711,5021,14004,11869,26029,22961,5754,69621,143684,145692,143610,14381,14004,33680,,,,8587,21146,25308,7893,7708,17200,109762,,,,,,,,,,125178,31340,66667,1478,10115,13935,2010
27123,27123,27123,84829,117849,1960,3006,20702,6666,5994,8620,9329,8652,9814,5192,1842,509320,246980,262340,34.6,340386,55851,58349,36703,2742,491,14551,472617,16210,202678,50136,27303,217161,14483,4760,1578,725,32.1,122861,1127,86976,40329,23921,15369,6221,1051,1280,16408,3186,2401,36082,44789,42441,17979,32974,12234,5231110,16464,10756,11436,10553,11302,11921,9936,8796,9858,16657,19791,26269,14337,9490,8570,6542,781,156900,207700,281300,82144,202678,79817,113587,17871,9666,5063,8914,14559,18651,25713,3137,6363,7355,64333,17708,16539,15900,10418,8646,4290,4704,12251,21032,17337,17601,13104,16743,17097,16833,4919,7273,3202,4287,5977,4662,3437,3020,17105,15761,14860,9988,8614,4620,3097,14300,22915,16941,14839,15971,17170,18709,17538,5579,7516,4042,6288,7186,7600,5125,6576,367116,56680,2927,58585,20868,6059,8646,6268,2080,32819,2328,1484,3235,2599,1240,925,26510,23894,73618,106598,118279,34689,16006,206466,23529,97,182937,51015,38847,1556,20579,8281,69093,19148,6262,30752,11662,10457,27690,29852,8942,7308,534,8077,0.46,50360,16881,80976,25122,24988,22865,28083,146325,41345,34438,4348,12151,10464,2745,2762,17419,12976,62865,1135,107442,9997,23899,39194,107442,13314,28575,61564,40687,77925,72693,20084,269117,495884,503002,488231,85230,61564,91127,8764,12981,247719,24168,73618,70283,18314,32874,48645,330519,14705,8348,25186,234738,,,,,,411447,162855,178924,6140,20035,35753,2010
41067,41067,41067,64722,134305,1986,2789,15168,7656,4940,6145,10684,10873,11005,4644,2055,531744,261685,270059,35.3,370361,9001,44368,83973,2523,1324,18125,447771,14203,199027,60489,29143,212692,13665,4132,3960,787,28.7,123068,1747,96566,44310,34580,21306,12602,320,352,9730,2287,1876,36675,35426,38762,16683,31996,17997,5743730,8714,7479,7610,7886,9927,9061,11108,10025,10922,15670,24234,26515,18283,11983,11113,8497,903,220000,288200,387900,105018,199027,75959,123737,18450,3653,10651,13766,13559,10557,11880,6142,16272,25255,5668,19648,19797,19482,11305,6200,3029,2434,10123,20181,20931,21345,20756,18464,17691,15505,6122,6709,3225,4298,5466,3139,2900,2935,18504,19789,17333,10433,5269,3332,3249,9744,21120,21284,22118,17997,19332,18723,15928,7279,7771,4899,5788,5133,4277,4799,5958,406871,9171,4778,45051,20692,7985,9635,9716,3374,28177,2688,2247,169,257,3594,1314,28413,23842,90427,120862,136291,23048,8520,207935,16913,1922,191022,60460,20026,4060,19217,12792,51314,21608,4955,42361,12665,9188,30273,30207,8776,8099,372,9074,0.414,46917,5561,64810,22090,32722,29688,27597,145766,32844,32948,7350,16629,10463,2514,2193,10294,15048,64491,785,109032,8977,12270,53828,109032,18237,21452,66836,39958,63048,87739,26896,299256,525180,524641,510522,48518,66836,116971,9019,12181,249753,29058,90427,52438,26424,34140,61489,352073,17620,13090,29323,237572,,,,,,417191,115513,223651,7339,13679,48181,2010
06001,06001,06001,187204,350206,1966,10984,68217,20620,17187,22558,28606,28730,29377,17828,6523,1513952,742561,771391,36.4,513361,183029,397525,341735,3421,4784,58148,1172217,73343,537410,67169,32398,582628,45218,14846,5523,1126,31.9,286780,23111,220712,113008,77784,47424,26643,2189,1528,35224,8601,7529,81793,97927,87716,35979,107504,61845,17483645,30849,27899,22692,24618,20080,19383,19641,21067,19726,34747,53720,65490,53947,34729,42824,45998,1198,339200,497200,707700,253972,537410,250630,305127,43939,26369,42601,33800,31283,40473,52833,5915,19179,25073,121394,50118,47444,47416,29599,21933,11613,12987,30014,56110,56994,59435,53443,56122,53399,43706,18584,21404,11380,12888,17875,12659,8429,9009,47014,47798,43803,27572,21570,12579,9615,29929,57572,58454,58590,56420,57761,54936,47625,19105,24356,12577,15164,21129,15466,14907,17449,692377,186016,7819,400567,42423,22628,32278,47349,10398,83343,27941,20161,13580,10979,18625,10036,45507,40436,246174,359795,340764,76426,25375,527248,73280,39475,453968,132428,96927,1936,56708,36459,157244,40478,21330,74342,35947,28049,71978,113728,37659,23531,3219,35638,0.459,165798,28349,204665,41416,78537,72665,76988,410137,109984,145346,13948,42131,34258,13868,11281,36892,40837,193215,1922,314401,29392,58429,227677,314401,48177,67493,155659,113659,181687,192926,68730,854016,1488413,1499121,1456644,200498,155659,260965,21839,40252,678334,65248,246174,187470,42874,113240,152843,1022948,54906,57747,52665,638082,341735,1416820,801613,243199,114160,1230359,454019,577442,27647,39705,84609,2010
12011,12011,12011,242555,415470,1979,15570,67872,23213,16022,21731,23145,23371,17639,10641,3333,1753578,849196,904382,39.6,764305,453171,55991,441849,3618,5552,28174,1311729,22421,658025,48063,26373,810410,152385,26163,15303,995,36.1,435488,6577,306948,116918,69234,48568,17610,2423,633,47684,8427,7495,89719,113144,121562,48163,150646,69944,20705715,50829,39517,38087,39584,37005,36609,37536,31346,27851,51237,65206,73339,48173,26823,29520,25363,1126,100900,179600,297300,281435,658025,222537,323712,65879,25228,37752,45465,59750,103871,124893,23096,29182,64349,6825,52569,51771,58860,36689,22165,11575,12203,29110,55439,54025,59134,62275,70489,65968,53565,17148,29824,14938,18118,25277,17195,15113,15746,50559,51211,55024,34979,20091,9473,10518,32498,58436,57589,63154,66588,73101,68285,59945,18892,29745,16911,20937,29962,22551,25241,28692,1120311,467234,5639,57701,57639,23081,34078,38165,14991,84235,4129,3355,30119,18732,32100,17467,69263,60335,230918,301698,391662,123036,20977,723188,76911,289,646277,196342,83173,4298,86607,49957,171463,67144,17711,40905,52591,37452,112360,108344,46568,31052,2208,23719,0.474,124326,11941,345307,69734,90008,89172,97931,457470,106136,155711,17651,47385,30266,10504,17581,67321,46286,236994,4006,282850,23251,51304,273957,282850,67828,63610,238771,173393,281275,234047,67680,963602,1739280,1736626,1694178,254040,238771,358021,13201,32016,807245,104550,230918,306174,62352,83645,191119,1214283,57159,53156,71736,775229,441849,1650450,1021267,378747,142484,1433584,464435,636858,41435,65603,123257,2010
24005,24005,24005,110362,205613,1971,5569,24048,11152,5798,10368,15274,13182,13960,8234,2168,805709,380598,425111,39.5,503913,207767,40708,33990,1879,2522,14856,771719,17062,315975,62543,32322,335741,19766,6018,4044,904,29.8,206222,2727,148132,53458,32561,21075,10294,1013,179,20897,3456,2988,40647,50903,56532,31973,65496,34494,10921920,16071,11384,10689,11737,14399,13641,14312,15947,13554,28417,34814,45013,34037,17597,18272,16091,1071,197000,265200,377700,147381,315975,109753,156029,81672,4273,8271,20868,40254,5863,16233,2075,9440,20564,25666,24442,22163,26765,15992,12768,5466,5082,16813,25863,24146,22109,26260,27918,28841,26045,9358,12137,5113,9200,10984,8524,7284,7325,23391,22102,25350,15870,13184,6718,6604,15773,27992,25917,23339,30681,31548,32760,28669,10464,14251,7512,10215,14531,12816,11519,13905,524069,208987,1970,40974,26983,14307,21664,21390,11895,64919,2585,1631,12787,8469,1570,743,39475,35574,111230,162489,176075,51980,8964,353794,38550,4692,315244,74968,18988,1134,28635,21815,112151,37367,9435,22328,18309,34631,42428,45231,19564,9439,647,16038,0.43,83797,21958,147745,24677,36665,39953,42492,219120,57662,54362,6851,19401,20052,1807,7218,27551,21419,104299,405,175747,12913,24664,47395,175747,25769,33836,103090,64025,117848,119781,37644,428298,782986,795537,779897,63372,103090,150092,7507,13711,396847,34664,111230,130754,36493,57650,78935,547226,35971,33285,33835,383136,33990,757876,660007,27739,11826,661496,219075,315330,14647,43825,59412,2010
12101,12101,12101,61552,121905,1986,3219,11221,4171,2250,3992,4651,4102,3441,1215,1047,465543,224151,241392,43.6,372468,19008,10593,54950,995,599,6874,410593,1459,183457,42220,22513,229234,45777,6051,5668,717,34.5,144148,600,89235,30198,21772,14109,6867,548,248,8426,1869,1383,21232,19572,19798,10324,25422,22271,5063815,13159,12533,10461,13455,13084,11792,11061,11418,7847,18415,16472,20099,10922,5299,4331,3109,866,72500,123900,198000,95941,183457,39309,142052,16230,2270,4896,4978,6322,2944,2780,46150,21915,35870,1537,11376,13011,14829,8990,5059,2541,1947,6450,12092,12326,14268,15828,17161,15648,13639,5990,9088,5077,7398,11457,8726,5999,5251,14458,12612,14423,8530,4834,3299,2361,6724,11599,12659,15645,14839,17364,16747,16517,6151,10497,5536,8759,12452,10520,6241,8625,418862,19400,995,10894,14133,6176,8781,15659,3990,45321,,,963,727,3222,1805,27163,25178,50241,56670,98229,20566,1237,165759,20898,162,144861,57905,10305,1034,19380,12874,41329,15615,3403,9888,9999,8726,28796,18859,9462,4902,314,5748,0.431,20418,3020,110487,27367,20546,24333,22215,104654,22966,44301,5928,9338,4804,2010,4358,21655,13433,61526,590,60879,3709,9158,17868,60879,19089,15686,53804,34809,79559,71791,17201,238058,460044,461511,450579,69550,53804,108652,1031,8781,180533,32259,50241,93307,27932,15280,48461,334099,,,,,,,,,,384834,87775,202683,6480,30388,48690,2010
06097,06097,06097,69826,115885,1976,3840,21001,7546,6691,6214,8522,10013,6598,3071,1262,485120,238006,247114,39.8,320721,7362,19615,121263,5332,663,8335,363857,4077,185711,59055,29510,204595,18884,3693,1816,1121,34.8,110953,8437,78737,32197,21686,12686,7861,922,217,10511,4551,4515,36262,29866,28167,9794,21117,14493,5202770,10210,8673,8170,10035,7202,9486,8454,9567,8282,13562,22822,25023,16371,8896,8869,10089,1204,298800,414000,634200,87623,185711,74758,138440,14392,6893,9179,5340,6125,3823,8804,11106,6347,14346,19297,15410,14261,15094,9603,7204,2598,3386,10427,16735,15448,14416,16396,17328,17877,15642,6776,10342,5129,4822,6585,4462,4423,3642,13419,15490,14251,9363,6743,3590,2504,9088,14852,14866,15076,15011,18622,19488,19237,6407,10336,5782,6578,6989,5610,6215,7597,403280,8074,7444,19691,23978,4500,6218,12130,8820,34709,1450,1058,,,6309,3333,26191,27287,68932,82730,106891,19369,4010,190060,22622,0,167438,51781,25826,5278,23787,16982,45633,13553,5209,22332,12927,10955,31387,24793,8049,6951,995,12125,0.438,37944,8118,66155,11416,23283,22703,25379,123170,32912,44995,6271,15591,8689,4874,4319,11676,16545,67965,1024,76215,4728,11266,49256,76215,24334,21235,59874,46178,57924,74390,30006,264855,478391,479725,468025,62908,59874,114663,4406,17264,219015,25971,68932,58424,25785,25617,62907,332689,10718,20950,30384,201751,,,,,,397195,127686,191174,6592,17590,44489,2010
36059,36059,36059,105149,337580,1954,5124,26319,7934,6648,7507,8609,8607,7834,6385,2611,1341245,649286,691959,41.1,876793,140890,105242,196661,954,5817,14838,1144584,95804,442729,91104,39935,468196,25467,4027,4578,1305,34.8,355151,25123,234326,87532,68063,40797,25862,1082,322,19469,3819,3759,72105,74179,67772,28238,79409,53697,20420330,13768,10351,14197,12572,13252,12493,12981,14701,13163,28419,37087,55198,54102,38711,51605,60129,1429,363700,463200,647300,265015,442729,87578,353058,12575,36645,11931,9007,8495,12316,23160,882,6701,8501,97393,37614,41619,49080,31264,17268,8844,7263,25046,36855,35281,39526,45743,52402,52390,43348,16412,23878,10039,15009,19532,14701,13538,12634,36061,41464,44633,29116,16065,10062,8154,20199,34846,36340,40375,51920,57012,56051,48494,18522,22932,12385,17897,23867,23462,20443,21659,966449,146040,1578,106254,47089,14803,29835,86241,40311,92788,8540,6129,10460,6550,12190,6557,73011,63906,209227,322480,310851,52783,18809,484197,45351,8673,438846,67494,19185,1610,40088,34273,187618,64831,16473,30254,32315,30654,63967,79945,34382,24047,1467,28255,0.448,170192,22569,228363,21360,65851,72835,81954,355706,73775,96737,12031,48181,36791,7854,6949,45201,31423,188430,502,283069,20474,31743,119745,283069,43444,44936,166178,102830,128860,183807,70064,712327,1319454,1328943,1298399,77687,166178,212974,17610,22330,626842,66549,209227,208236,40322,119326,106103,917493,44638,126552,57922,604512,196661,1267570,910139,156705,72030,1090774,340703,583855,16910,60490,53168,2010
35001,35001,35001,100926,163263,1979,8342,20747,7307,6509,8512,11620,11864,11621,8243,3168,664639,325081,339558,36,275500,16933,14052,319212,26675,1071,11139,345427,6798,264189,47624,25685,284402,20213,6467,2550,646,29.3,166256,1652,117693,51563,30008,15536,13611,438,423,21555,4409,3672,48998,61494,59816,21015,43703,10761,6595595,21616,14552,15041,16275,14517,15726,12808,14652,11166,20586,28292,31425,18678,11251,10565,7039,745,136900,192800,273600,112069,264189,97933,186400,13175,3864,17053,11869,14657,8963,12321,15674,17530,32678,11377,22930,22002,22358,13094,9435,4791,5538,14846,25667,23073,22206,20715,22669,22504,19344,7168,11591,4442,7587,8139,6263,5276,3443,22223,21207,22018,13123,9375,4769,4444,15721,25179,23177,21285,20822,23499,24435,21298,8832,11892,5167,8261,10493,8130,7239,6969,469393,19093,29613,15046,22975,3731,7201,6475,5535,49180,891,820,1258,1046,18979,12787,22722,22127,77356,114351,158955,46244,5951,278618,28857,43,249761,43895,53873,2402,34732,22197,79301,14235,6814,14327,12892,26396,38113,42501,11667,7556,1773,15501,0.452,60344,6255,101061,30385,34070,35900,36742,183772,49660,57269,4611,15699,14581,5119,4614,18786,19866,83276,672,127684,6589,12899,48931,127684,26081,24007,76825,58536,98586,103324,33879,355356,658847,656424,637925,109210,76825,140735,5013,13518,310671,28581,77356,83871,25808,39597,86346,436765,10932,12010,28424,297153,319212,,,,,531901,182130,242060,10247,23128,64741,2010
